01	Alabama	DICAMBA	1992	kg	1151.7		535.8	67.9					15395.3	1633.5
01	Alabama	DICAMBA	1993	kg	1346.1		1711.8						3870.8	
01	Alabama	DICAMBA	1994	kg	1241		879.9						5767.5	2363.1
01	Alabama	DICAMBA	1995	kg	4938.4	345.4	346.3						2911.8	1500.8
01	Alabama	DICAMBA	1996	kg	991.4		274						22188.8	858.9
01	Alabama	DICAMBA	1997	kg	6200.5		31.6						11419.8	
01	Alabama	DICAMBA	1998	kg	2862.6		266.9	182.2					10862.2	
01	Alabama	DICAMBA	1999	kg	2635.2	1387.5	275.6						11101.8	
01	Alabama	DICAMBA	2000	kg	655.8		753.2	22914.2					6056.2	
01	Alabama	DICAMBA	2001	kg	789.5		587.3						7915.8	
01	Alabama	DICAMBA	2002	kg	657		316.9	12933.4					13093.7	
01	Alabama	DICAMBA	2003	kg	1253.7		383.7	2037					593.4	
01	Alabama	DICAMBA	2004	kg	1255		61.6	18907.6					4472	
01	Alabama	DICAMBA	2005	kg	1465.3	54.7		3935.3					4032	
01	Alabama	DICAMBA	2006	kg	4478.1	869.8		5303					5486.1	
01	Alabama	DICAMBA	2007	kg	1085.5	1118		9889.2					5082.8	
01	Alabama	DICAMBA	2008	kg	15070.1			11538.7					5655.1	
01	Alabama	DICAMBA	2009	kg	5251.3	2611	73.5	5807.4					1736.2	
01	Alabama	DICAMBA	2010	kg	1087.6	1361.4	3392.2	12925.6			68.7		4484.5	
01	Alabama	DICAMBA	2011	kg	6781.5	1817.4		29935.3					10820.7	
01	Alabama	DICAMBA	2012	kg	6186.2	7299.3	1956.8	18782.3			96.7		5588	
01	Alabama	DICAMBA	2013	kg	2209.5	9052.6		23904.7					14780	
01	Alabama	DICAMBA	2014	kg	2500.2	11690.7	1654.6	40322					20824.5	
01	Alabama	DICAMBA	2015	kg	8044.9	12349.7	149.7	15286.2					7348.8	
01	Alabama	DICAMBA	2016	kg	12269.6	21567.2	194.3	8697.2					12027.8	
01	Alabama	DICAMBA	2017	kg	3204.6	62612.5	2065.8	35200.6					10268	
04	Arizona	DICAMBA	1992	kg	119.4		257.1		0			35.7	7922	231.4
04	Arizona	DICAMBA	1993	kg	205.7		1515.5		63.5			9.8	69845.6	528.1
04	Arizona	DICAMBA	1994	kg	229.7		104.3						6341	63067.4
04	Arizona	DICAMBA	1995	kg	479.2		2249.5	687.7	455.5				11858	17637.3
04	Arizona	DICAMBA	1996	kg	37.6		1944.2	709.8	9.4			5.8	41728.7	439.4
04	Arizona	DICAMBA	1997	kg	481		260.7		0.4				5634.2	317.2
04	Arizona	DICAMBA	1998	kg	1831.7		71.4		30.1			56.2	2717.1	209.3
04	Arizona	DICAMBA	1999	kg	672.2		1721.1					46.5	12779.6	537.3
04	Arizona	DICAMBA	2000	kg	1356		109.1					153.4	3694.8	2789
04	Arizona	DICAMBA	2001	kg	1183.7		708.4		524.3					1547.6
04	Arizona	DICAMBA	2002	kg	1518.8				0				17589.3	14
04	Arizona	DICAMBA	2003	kg	177.7		6573.8		0			195	770	31.9
04	Arizona	DICAMBA	2004	kg	1109.9		142.6		0				25096.2	424.8
04	Arizona	DICAMBA	2005	kg	195.1		236.5		0				18058.8	193.1
04	Arizona	DICAMBA	2006	kg			241.7		0.1					378.9
04	Arizona	DICAMBA	2007	kg	498.1								1299	
04	Arizona	DICAMBA	2008	kg	905.5								1.4	223.8
04	Arizona	DICAMBA	2009	kg			66					1.8		329.5
04	Arizona	DICAMBA	2010	kg	9.7		5					2.3	2.2	0.9
04	Arizona	DICAMBA	2011	kg	900.2		162					21.7		135.8
04	Arizona	DICAMBA	2012	kg	7038.3		18						1475.4	6156.5
04	Arizona	DICAMBA	2013	kg	1485.4		47.7					3.9	4171.2	2410.8
04	Arizona	DICAMBA	2014	kg	424.9		160.5							1589.4
04	Arizona	DICAMBA	2015	kg	1708.1		4427.6						131.7	331.7
04	Arizona	DICAMBA	2016	kg	796.4				0			859.6	13.9	96.2
04	Arizona	DICAMBA	2017	kg	35.3		28.6	486.1						1.6
05	Arkansas	DICAMBA	1992	kg	349		2134.4						6303.2	2380.4
05	Arkansas	DICAMBA	1993	kg	609.8		95.7	225.2	0				39046.1	279.9
05	Arkansas	DICAMBA	1994	kg	68.6		101.7	9.2		3990.9			52562.4	
05	Arkansas	DICAMBA	1995	kg	901.6		262.6	8005					3863.7	413.3
05	Arkansas	DICAMBA	1996	kg	1117					1758.4			3754	279.6
05	Arkansas	DICAMBA	1997	kg	399.6		2269.8				643.3	5741.5	2597	357.2
05	Arkansas	DICAMBA	1998	kg	975.6		320.1						3726	21.9
05	Arkansas	DICAMBA	1999	kg	1083.4		858.8	210.8				21.1	11834.7	2350.4
05	Arkansas	DICAMBA	2000	kg	768.3		33.7	965.5					20024.9	
05	Arkansas	DICAMBA	2001	kg	890.5			11891.3					2137.9	0.8
05	Arkansas	DICAMBA	2002	kg	721.3		15.6	14577.6					11948.4	
05	Arkansas	DICAMBA	2003	kg	2577.6	911.2	18.5	10082.8					5368.9	425
05	Arkansas	DICAMBA	2004	kg	1064		793	2819.1					29649	2.8
05	Arkansas	DICAMBA	2005	kg	1002.5		234.9	21137.6					9895.7	
05	Arkansas	DICAMBA	2006	kg	2153.1	28361.7	48.4	19419.7					7623.1	
05	Arkansas	DICAMBA	2007	kg	5081	13131.9		34930.7		1603.1			9650.9	12.1
05	Arkansas	DICAMBA	2008	kg	1457	95861.9	55.3	27792.3		6062.3	22.8		33748.2	
05	Arkansas	DICAMBA	2009	kg	15725.8	21121.9	43.2	25256		2292.4	46.9		12497.4	36.9
05	Arkansas	DICAMBA	2010	kg	1780.1	111160.8	74	20867.8					19930.9	108.9
05	Arkansas	DICAMBA	2011	kg	28661.2	108707.5	30.8	38133.2					12309.1	149.7
05	Arkansas	DICAMBA	2012	kg	29794.7	44825	756.6	41650.8			16.8		20053.2	1913.2
05	Arkansas	DICAMBA	2013	kg	15480.5	35383.4	2236.5	20285.8		864.7	3.5		84701.5	52.5
05	Arkansas	DICAMBA	2014	kg	25245.8	33239.1	228.7	17746.1					7688.3	10135.4
05	Arkansas	DICAMBA	2015	kg	27092.6	16925.6	713.2	17326.9		1588.3	7		23769.1	8814.2
05	Arkansas	DICAMBA	2016	kg	19057.2	30516.2	292.7	14899.7					17408.1	419.5
05	Arkansas	DICAMBA	2017	kg	33282.3	78083.5	101.2	50133.1					41996.6	116.1
06	California	DICAMBA	1992	kg	4324.6		8227.8		155.2		332.1	2	1429.6	3314.8
06	California	DICAMBA	1993	kg	4747.7		6866		82.3		117.6		1527	2557.6
06	California	DICAMBA	1994	kg	6819.2		5434.8		70.1		309.6		1275.3	3860.5
06	California	DICAMBA	1995	kg	6718.8		4617.3		103		183.9		994.1	5291.1
06	California	DICAMBA	1996	kg	10303		12644.7		40.8		181.7		1468.7	4012.3
06	California	DICAMBA	1997	kg	13301		6514.6		5		102.4	26.2	1196.7	4444
06	California	DICAMBA	1998	kg	30101.3		6222	110.7	97.9		279.7	29.8	1096.4	2871.4
06	California	DICAMBA	1999	kg	8387.7		3435.8	22	155.5		136.6	8.7	1202.2	1281.7
06	California	DICAMBA	2000	kg	5882.3		3793	10.9	40.2		39.2	13.8	643.4	1189.9
06	California	DICAMBA	2001	kg	4376.3		3778.9	366.5	129.3	0	64.5	14.9	415	935.7
06	California	DICAMBA	2002	kg	4897.4		3967.2		58.6		110.6		913.6	1258.1
06	California	DICAMBA	2003	kg	6631.2		4628.6		10.9		34.8	6.5	874.2	1643.4
06	California	DICAMBA	2004	kg	6736		4312.8		10.3		83.6	12.2	1339.8	1730.6
06	California	DICAMBA	2005	kg	8424.3		2950.7		20		63.6		1159.2	2075
06	California	DICAMBA	2006	kg	8392.5		3969.9			0	46.4		859.7	1630.1
06	California	DICAMBA	2007	kg	8022.3		2526.5	19.4			17	1.9	805	1358.9
06	California	DICAMBA	2008	kg	6286.2		4395.2	1	4.2		1.5	109.3	620	5119
06	California	DICAMBA	2009	kg	3744		3691.9				16.6	1.3	514.9	2634.1
06	California	DICAMBA	2010	kg	4134.4		2959.8				12.9	173.4	522.3	1396.2
06	California	DICAMBA	2011	kg	5577		2945	12.1	13.4		15.2	83.5	405.9	2009.9
06	California	DICAMBA	2012	kg	4776		1767.7		0.7		24.1	20.4	837.9	1729.9
06	California	DICAMBA	2013	kg	3909.6		1583.8	4.9	1.4		50.8	9.8	477.3	1376.8
06	California	DICAMBA	2014	kg	2410.9		1160.6		7.4		27.5	40.3	562.7	783
06	California	DICAMBA	2015	kg	2233.4		964.8				9.3	27.5	557.7	1294.9
06	California	DICAMBA	2016	kg	2568.4		1245.8				38	1.1	912.3	1103.6
06	California	DICAMBA	2017	kg	2829.2		454.9		4		2.2	39.7	565	578.9
08	Colorado	DICAMBA	1992	kg	69350.1		15833.4		120.9			3898.3	15492.1	11709.8
08	Colorado	DICAMBA	1993	kg	41395.5		7907.7		117.4			330.1	41868	1109.4
08	Colorado	DICAMBA	1994	kg	57018.4		4375.3		385.6			3037.8	30073.7	5760.3
08	Colorado	DICAMBA	1995	kg	30832.9		13826.2		152			3507.2	54791.2	3140.1
08	Colorado	DICAMBA	1996	kg	44559.2		8378.4					203.8	25279.4	2751.4
08	Colorado	DICAMBA	1997	kg	40542.9		19773.3		366.8			1575.7	98452	1752.8
08	Colorado	DICAMBA	1998	kg	51742.9		12919		52.6			1861.4	24062.4	3589.4
